section,row_type,dataset_type,meeting_id,candidate_model,meeting_count,evaluator_run_count,accuracy_avg,completeness_avg,coverage_avg,accuracy_scores_by_evaluator,completeness_scores_by_evaluator,coverage_scores_by_evaluator,note,report_path
detail,meeting_model,whitehouse_press_briefings,whpb_20231008_press_d,gpt-5-mini,,2,0.535,0.844,0.909,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.605, ""gpt-5-2025-08-07"": 0.465}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.86, ""gpt-5-2025-08-07"": 0.828}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.909, ""gpt-5-2025-08-07"": 0.909}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231008_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231008_press_d,gpt-51,,2,0.617,0.897,0.955,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.596, ""gpt-5-2025-08-07"": 0.638}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.867, ""gpt-5-2025-08-07"": 0.928}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.955, ""gpt-5-2025-08-07"": 0.955}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231008_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231010_press,gpt-41-mini,,2,0.681,0.748,0.871,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.818, ""gpt-5-2025-08-07"": 0.545}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.806, ""gpt-5-2025-08-07"": 0.689}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.968, ""gpt-5-2025-08-07"": 0.774}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231010_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231010_press,gpt-5-mini,,2,0.542,0.832,0.887,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.514, ""gpt-5-2025-08-07"": 0.571}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.841, ""gpt-5-2025-08-07"": 0.823}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.903, ""gpt-5-2025-08-07"": 0.871}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231010_press/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231010_press,gpt-51,,2,0.601,0.891,0.984,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.61, ""gpt-5-2025-08-07"": 0.593}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.873, ""gpt-5-2025-08-07"": 0.908}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.968, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231010_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231109_press,gpt-41-mini,,2,0.306,0.853,0.774,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.355, ""gpt-5-2025-08-07"": 0.258}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.854, ""gpt-5-2025-08-07"": 0.851}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.871, ""gpt-5-2025-08-07"": 0.677}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231109_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231112_press_d,gpt-41-mini,,2,0.413,0.895,0.887,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.478, ""gpt-5-2025-08-07"": 0.348}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.886, ""gpt-5-2025-08-07"": 0.903}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.909, ""gpt-5-2025-08-07"": 0.864}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231112_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231109_press,gpt-5-mini,,2,0.409,0.842,0.823,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.455, ""gpt-5-2025-08-07"": 0.364}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.828, ""gpt-5-2025-08-07"": 0.856}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.839, ""gpt-5-2025-08-07"": 0.806}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231109_press/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231109_press,gpt-51,,2,0.292,0.843,0.919,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.377, ""gpt-5-2025-08-07"": 0.208}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.825, ""gpt-5-2025-08-07"": 0.86}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.935, ""gpt-5-2025-08-07"": 0.903}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231109_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231112_press_d,gpt-5-mini,,2,0.369,0.893,0.887,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.522, ""gpt-5-2025-08-07"": 0.217}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.886, ""gpt-5-2025-08-07"": 0.9}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.909, ""gpt-5-2025-08-07"": 0.864}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231112_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231112_press_d,gpt-51,,2,0.303,0.897,0.909,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.394, ""gpt-5-2025-08-07"": 0.212}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.897, ""gpt-5-2025-08-07"": 0.898}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.909, ""gpt-5-2025-08-07"": 0.909}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231112_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231114_press,gpt-41-mini,,2,0.543,0.801,0.823,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.686, ""gpt-5-2025-08-07"": 0.4}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.796, ""gpt-5-2025-08-07"": 0.806}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.871, ""gpt-5-2025-08-07"": 0.774}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231114_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231116_press_d,gpt-41-mini,,2,0.407,0.875,0.791,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.481, ""gpt-5-2025-08-07"": 0.333}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.857, ""gpt-5-2025-08-07"": 0.894}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.75, ""gpt-5-2025-08-07"": 0.833}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231116_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231114_press,gpt-5-mini,,2,0.533,0.816,0.79,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.6, ""gpt-5-2025-08-07"": 0.467}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.816, ""gpt-5-2025-08-07"": 0.816}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.774, ""gpt-5-2025-08-07"": 0.806}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231114_press/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231114_press,gpt-51,,2,0.341,0.879,0.903,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.468, ""gpt-5-2025-08-07"": 0.213}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.842, ""gpt-5-2025-08-07"": 0.916}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.903, ""gpt-5-2025-08-07"": 0.903}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231114_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231116_press_d,gpt-5-mini,,2,0.42,0.869,0.854,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.477, ""gpt-5-2025-08-07"": 0.364}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.856, ""gpt-5-2025-08-07"": 0.881}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.875, ""gpt-5-2025-08-07"": 0.833}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231116_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231127_press_d,gpt-41-mini,,2,0.583,0.883,0.807,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.708, ""gpt-5-2025-08-07"": 0.458}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.89, ""gpt-5-2025-08-07"": 0.877}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.846, ""gpt-5-2025-08-07"": 0.769}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231127_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231116_press_d,gpt-51,,2,0.5,0.897,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.426, ""gpt-5-2025-08-07"": 0.574}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.867, ""gpt-5-2025-08-07"": 0.927}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231116_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231127_press_d,gpt-5-mini,,2,0.416,0.426,0.462,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.458, ""gpt-5-2025-08-07"": 0.375}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0, ""gpt-5-2025-08-07"": 0.852}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.923, ""gpt-5-2025-08-07"": 0.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231127_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231127_press_d,gpt-51,,2,0.468,0.865,0.885,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.516, ""gpt-5-2025-08-07"": 0.419}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.877, ""gpt-5-2025-08-07"": 0.852}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.846, ""gpt-5-2025-08-07"": 0.923}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231127_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231130_press_d,gpt-41-mini,,2,0.562,0.855,0.875,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.75, ""gpt-5-2025-08-07"": 0.375}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.874, ""gpt-5-2025-08-07"": 0.835}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.917, ""gpt-5-2025-08-07"": 0.833}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231130_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231130_press_d,gpt-5-mini,,2,0.521,0.864,0.938,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.625, ""gpt-5-2025-08-07"": 0.417}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.857, ""gpt-5-2025-08-07"": 0.871}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.958, ""gpt-5-2025-08-07"": 0.917}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231130_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231130_press_d,gpt-51,,2,0.394,0.915,0.938,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.455, ""gpt-5-2025-08-07"": 0.333}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.88, ""gpt-5-2025-08-07"": 0.95}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.958, ""gpt-5-2025-08-07"": 0.917}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231130_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231204_press,gpt-41-mini,,2,0.212,0.819,0.952,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.269, ""gpt-5-2025-08-07"": 0.154}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.825, ""gpt-5-2025-08-07"": 0.812}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.968, ""gpt-5-2025-08-07"": 0.935}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231204_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231215_press_d,gpt-41-mini,,2,0.562,0.844,0.965,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.562, ""gpt-5-2025-08-07"": 0.562}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.852, ""gpt-5-2025-08-07"": 0.836}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.929}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231215_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231204_press,gpt-5-mini,,2,0.292,0.808,0.887,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.325, ""gpt-5-2025-08-07"": 0.26}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.852, ""gpt-5-2025-08-07"": 0.764}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.903, ""gpt-5-2025-08-07"": 0.871}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231204_press/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231204_press,gpt-51,,2,0.433,0.855,0.952,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.444, ""gpt-5-2025-08-07"": 0.422}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.845, ""gpt-5-2025-08-07"": 0.866}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.935, ""gpt-5-2025-08-07"": 0.968}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231204_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231215_press_d,gpt-51,,2,0.469,0.897,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.531, ""gpt-5-2025-08-07"": 0.406}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.899, ""gpt-5-2025-08-07"": 0.895}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231215_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231215_press_d,gpt-5-mini,,2,0.444,0.866,0.965,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.407, ""gpt-5-2025-08-07"": 0.481}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.86, ""gpt-5-2025-08-07"": 0.872}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.929}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231215_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231218_press_d,gpt-41-mini,,2,0.551,0.806,0.913,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.615, ""gpt-5-2025-08-07"": 0.487}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.811, ""gpt-5-2025-08-07"": 0.801}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.826, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231218_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231218_press_d,gpt-51,,2,0.396,0.901,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.5, ""gpt-5-2025-08-07"": 0.292}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.885, ""gpt-5-2025-08-07"": 0.917}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231218_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231219_press,gpt-41-mini,,2,0.393,0.829,0.645,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.429, ""gpt-5-2025-08-07"": 0.357}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.831, ""gpt-5-2025-08-07"": 0.827}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.645, ""gpt-5-2025-08-07"": 0.645}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231219_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231218_press_d,gpt-5-mini,,2,0.441,0.852,0.913,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.524, ""gpt-5-2025-08-07"": 0.357}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.855, ""gpt-5-2025-08-07"": 0.849}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.913, ""gpt-5-2025-08-07"": 0.913}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231218_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231219_press,gpt-5-mini,,2,0.47,0.865,0.887,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.388, ""gpt-5-2025-08-07"": 0.551}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.845, ""gpt-5-2025-08-07"": 0.884}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.968, ""gpt-5-2025-08-07"": 0.806}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231219_press/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231220_press_2,gpt-41-mini,,2,0.53,0.83,0.952,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.5, ""gpt-5-2025-08-07"": 0.559}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.827, ""gpt-5-2025-08-07"": 0.833}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.903}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231220_press_2/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231220_press_2,gpt-5-mini,,2,0.696,0.871,0.984,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.594, ""gpt-5-2025-08-07"": 0.797}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.837, ""gpt-5-2025-08-07"": 0.904}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.968}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231220_press_2/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231220_press_d,gpt-41-mini,,2,0.645,0.857,0.786,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.677, ""gpt-5-2025-08-07"": 0.613}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.833, ""gpt-5-2025-08-07"": 0.881}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.81, ""gpt-5-2025-08-07"": 0.762}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231220_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231220_press_2,gpt-51,,2,0.39,0.889,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.488, ""gpt-5-2025-08-07"": 0.293}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.851, ""gpt-5-2025-08-07"": 0.927}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231220_press_2/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231219_press,gpt-51,,2,0.416,0.891,1.0,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.539, ""gpt-5-2025-08-07"": 0.294}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.858, ""gpt-5-2025-08-07"": 0.925}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 1.0}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231219_press/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231220_press_d,gpt-5-mini,,2,0.519,0.86,0.905,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.519, ""gpt-5-2025-08-07"": 0.519}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.842, ""gpt-5-2025-08-07"": 0.878}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.905, ""gpt-5-2025-08-07"": 0.905}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231220_press_d/offline/evaluation_report_standard_gpt-5-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231220_press_d,gpt-51,,2,0.513,0.899,0.976,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.564, ""gpt-5-2025-08-07"": 0.462}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.899, ""gpt-5-2025-08-07"": 0.9}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 1.0, ""gpt-5-2025-08-07"": 0.952}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231220_press_d/offline/evaluation_report_standard_gpt-51.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231221_press,gpt-41-mini,,2,0.425,0.802,0.758,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.444, ""gpt-5-2025-08-07"": 0.407}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.787, ""gpt-5-2025-08-07"": 0.817}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.806, ""gpt-5-2025-08-07"": 0.71}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231221_press/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231222_press_d,gpt-41-mini,,2,0.354,0.851,0.916,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.417, ""gpt-5-2025-08-07"": 0.292}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.853, ""gpt-5-2025-08-07"": 0.85}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.889, ""gpt-5-2025-08-07"": 0.944}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231222_press_d/offline/evaluation_report_standard_gpt-41-mini.json
detail,meeting_model,whitehouse_press_briefings,whpb_20231221_press,gpt-5-mini,,2,0.533,0.862,0.919,"{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.378, ""gpt-5-2025-08-07"": 0.689}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.829, ""gpt-5-2025-08-07"": 0.895}","{""anthropic.claude-sonnet-4-20250514-v1:0"": 0.903, ""gpt-5-2025-08-07"": 0.935}",completed,/Users/lizhon/PycharmProjects/WebexSuiteAI/dataset-pipeline/dataset/views/meeting_notes/evaluation/internal/whpb_20231221_press/offline/evaluation_report_standard_gpt-5-mini.json
